IDCliente,Dependentes,MesesComoCliente,TipoContrato,FormaPagamento,TotalGasto
5208-HFSBT,Nao,2,Mensal,CartaoCredito,102.75
6473-ULUHT,Sim,16,Mensal,BoletoEletronico,1398.25
2080-SRCDE,Sim,1,Mensal,BoletoImpresso,25.4
7504-UWHNB,Nao,25,Mensal,BoletoEletronico,1729.35
5062-CJJKH,Sim,25,Anual,BoletoImpresso,1355.45
2272-WUSPA,Nao,72,2 anos,BoletoEletronico,7751.7
0380-ZCSBI,Nao,10,Mensal,CartaoCredito,198.7
6250-CGGUN,Nao,54,Anual,BoletoEletronico,4484.05
9661-MHUMO,Sim,1,Mensal,CartaoCredito,49.25
5176-OLSKT,Nao,66,2 anos,DebitoAutomatico,4370.25
5172-MIGPM,Nao,4,Mensal,BoletoImpresso,237.2
6671-NGWON,Nao,7,Mensal,BoletoImpresso,150.6
8169-SAEJD,Nao,69,2 anos,CartaoCredito,3952.65
3585-ISXZP,Nao,8,Mensal,DebitoAutomatico,778.1
2108-GLPQB,Nao,25,Mensal,CartaoCredito,1405.3
6029-WTIPC,Nao,37,Mensal,BoletoEletronico,3744.05
0247-SLUJI,Sim,1,Mensal,BoletoImpresso,19.7
4116-IQRFR,Sim,4,Anual,CartaoCredito,73.1
2309-OSFEU,Nao,10,Mensal,BoletoImpresso,298.45
0458-HEUZG,Nao,13,2 anos,BoletoImpresso,450.4
7285-KLOTR,Nao,12,Anual,BoletoEletronico,876.75
1241-EZFMJ,Nao,61,2 anos,DebitoAutomatico,1538.6
6196-HBOBZ,Nao,65,2 anos,BoletoEletronico,6347.55
4872-VXRIL,Nao,56,Anual,DebitoAutomatico,3665.55
6194-HBGQN,Nao,51,Anual,CartaoCredito,4126.2
5681-LLOEI,Sim,43,Anual,CartaoCredito,4013.8
1536-HBSWP,Nao,1,Mensal,BoletoEletronico,49.9
0988-JRWWP,Nao,3,Mensal,BoletoEletronico,140.4
3665-JATSN,Nao,19,Mensal,BoletoEletronico,710.05
1833-TCXKK,Nao,45,Mensal,DebitoAutomatico,4882.8
0324-BRPCJ,Nao,68,Mensal,BoletoEletronico,6851.65
2002-MZHWP,Nao,1,Mensal,BoletoImpresso,20.5
4821-SJHJV,Sim,32,Mensal,BoletoEletronico,2901.8
9581-GVBXT,Sim,59,Anual,BoletoImpresso,1980.3
5242-UOWHD,Sim,45,2 anos,BoletoImpresso,929.2
6892-XPFPU,Nao,24,Mensal,BoletoEletronico,2433.9
1187-WILMM,Sim,63,2 anos,CartaoCredito,5597.65
4109-CYRBD,Nao,29,Mensal,BoletoEletronico,1442
0913-XWSCN,Sim,55,Mensal,DebitoAutomatico,4713.4
8837-VVWLQ,Nao,8,Mensal,BoletoEletronico,668.4
6345-HOVES,Nao,34,Mensal,DebitoAutomatico,852.7
3244-DCJWY,Nao,1,Mensal,BoletoEletronico,70.25
8735-DCXNF,Nao,10,Mensal,CartaoCredito,568.85
5676-CFLYY,Sim,71,2 anos,CartaoCredito,5154.5
8217-QYOHV,Nao,5,Mensal,BoletoImpresso,266.95
2486-WYVVE,Nao,31,Anual,BoletoImpresso,2484
2024-BASKD,Nao,1,Mensal,BoletoImpresso,74.6
5366-IJEQJ,Nao,20,Mensal,BoletoEletronico,1761.45
6131-IUNXN,Sim,19,Mensal,BoletoImpresso,382.2
3520-FJGCV,Sim,72,2 anos,CartaoCredito,8126.65
1734-ZMNTZ,Sim,11,2 anos,BoletoImpresso,300.7
4228-ZGYUW,Nao,4,Mensal,BoletoEletronico,368.1
9601-BRXPO,Nao,25,Mensal,DebitoAutomatico,2566.5
4584-LBNMK,Nao,45,Anual,CartaoCredito,1174.35
8495-LJDFO,Nao,64,Mensal,DebitoAutomatico,7111.3
7976-CICYS,Nao,4,Mensal,CartaoCredito,83.75
3374-PZLXD,Nao,34,Mensal,BoletoImpresso,675.6
5696-JVVQY,Sim,48,2 anos,CartaoCredito,3238.4
2203-GHNWN,Nao,24,Mensal,BoletoImpresso,1928.7
9489-UTFKA,Nao,8,Mensal,DebitoAutomatico,551.95
4129-LYCOI,Sim,67,2 anos,BoletoEletronico,7039.05
2257-BOVXD,Nao,14,Mensal,CartaoCredito,979.5
5143-EGQFK,Nao,10,Mensal,BoletoEletronico,291.4
9833-TGFHX,Sim,42,Anual,BoletoEletronico,4016.75
8387-UGUSU,Sim,15,Mensal,BoletoImpresso,284.3
5365-LLFYV,Nao,2,Mensal,BoletoImpresso,105.6
9408-HRXRK,Sim,45,Mensal,BoletoEletronico,4730.9
1565-RHDJD,Sim,4,Mensal,DebitoAutomatico,333.55
1150-WFARN,Sim,67,2 anos,CartaoCredito,7156.2
5995-OIGLP,Nao,12,Mensal,BoletoImpresso,654.85
0407-BDJKB,Nao,60,Mensal,BoletoEletronico,5742.9
2947-DOMLJ,Sim,1,Mensal,BoletoImpresso,50.6
8309-IEYJD,Nao,1,Mensal,BoletoImpresso,70.6
3900-AQPHZ,Nao,1,Mensal,BoletoImpresso,19.9
4544-RXFMG,Sim,8,Anual,BoletoImpresso,345.5
1624-NALOJ,Nao,5,Mensal,BoletoEletronico,502.6
1447-GIQMR,Nao,1,Mensal,BoletoEletronico,69.15
2346-LOCWC,Sim,58,2 anos,CartaoCredito,1191.4
5172-RKOCB,Nao,72,2 anos,CartaoCredito,7875
2808-CHTDM,Sim,23,2 anos,BoletoImpresso,611.45
1010-DIAUQ,Nao,5,Mensal,DebitoAutomatico,492.55
8242-PDSGJ,Nao,70,2 anos,CartaoCredito,2692.75
5520-FVEWJ,Sim,12,Mensal,BoletoEletronico,916.9
0958-YHXGP,Nao,7,Mensal,BoletoImpresso,497.3
2135-RXIHG,Nao,1,Mensal,BoletoEletronico,45.65
6981-TDRFT,Sim,44,Anual,BoletoEletronico,2317.1
5751-USDBL,Sim,46,2 anos,BoletoImpresso,3846.35
8457-XIGKN,Nao,20,Mensal,CartaoCredito,356.15
0111-KLBQG,Sim,32,Mensal,BoletoImpresso,2861.45
2676-ISHSF,Nao,1,Mensal,BoletoImpresso,20.3
0436-TWFFZ,Nao,67,2 anos,BoletoImpresso,5714.2
4902-OHLSK,Nao,29,Mensal,BoletoEletronico,2862.75
2560-QTSBS,Sim,72,Anual,DebitoAutomatico,1623.15
3902-FOIGH,Nao,12,Mensal,BoletoEletronico,1218.55
1352-VHKAJ,Sim,27,Mensal,DebitoAutomatico,1957.1
1741-WTPON,Sim,56,2 anos,BoletoImpresso,6567.9
2382-BCKQJ,Sim,62,Anual,BoletoEletronico,6413.65
7950-XWOVN,Nao,11,Mensal,BoletoImpresso,383.55
0191-ZHSKZ,Nao,30,Mensal,BoletoEletronico,2111.3
0362-RAOQO,Nao,40,2 anos,CartaoCredito,830.25
4282-ACRXS,Nao,38,Mensal,BoletoEletronico,955.75
8799-OXZMD,Nao,28,Mensal,BoletoImpresso,790.7
9223-UCPVT,Nao,1,Mensal,BoletoEletronico,94.4
1600-DILPE,Nao,12,Mensal,DebitoAutomatico,524.35
0810-BDHAW,Sim,24,Anual,BoletoEletronico,1832.4
5334-AFQJB,Nao,72,2 anos,CartaoCredito,1789.9
0641-EVBOJ,Nao,3,Mensal,BoletoImpresso,214.4
8015-IHCGW,Sim,72,2 anos,BoletoEletronico,8425.15
8746-OQQRW,Nao,4,Mensal,BoletoImpresso,101.9
3370-HXOPH,Nao,3,Mensal,BoletoEletronico,257.6
2722-JMONI,Nao,1,Mensal,BoletoEletronico,49.55
0475-RIJEP,Nao,43,Mensal,BoletoEletronico,3365.85
8111-BKVDS,Nao,10,Mensal,DebitoAutomatico,449.3
0224-RLWWD,Nao,2,Mensal,BoletoEletronico,89.3
6508-NJYRO,Nao,15,Anual,BoletoImpresso,294.95
3411-WLRSQ,Nao,3,Mensal,DebitoAutomatico,239.05
8316-BBQAY,Nao,65,2 anos,CartaoCredito,3921.1
2150-OEGBV,Nao,27,Anual,DebitoAutomatico,562.6
3551-HUAZH,Nao,1,Mensal,BoletoEletronico,74.4
8884-FEEWR,Nao,35,Anual,DebitoAutomatico,754
5968-VXZLG,Nao,2,Mensal,DebitoAutomatico,87.9
3070-BDOQC,Nao,60,2 anos,BoletoEletronico,5941.05
2821-WARNZ,Sim,49,Anual,CartaoCredito,921.3
2108-XWMPY,Nao,3,Mensal,BoletoImpresso,106.85
8194-PEEBY,Sim,24,Anual,BoletoImpresso,533.5
1832-PEUTS,Sim,62,2 anos,CartaoCredito,5411.65
2685-SREOM,Sim,25,Mensal,BoletoEletronico,2368.4
2657-VPXTA,Sim,10,Mensal,BoletoEletronico,929.45
5067-WJEUN,Sim,67,2 anos,DebitoAutomatico,3838.2
2205-YMZZJ,Nao,7,Mensal,BoletoEletronico,546.95
4277-UDIEF,Sim,24,Mensal,DebitoAutomatico,1923.85
1480-BKXGA,Nao,72,2 anos,DebitoAutomatico,8404.9
4648-YPBTM,Nao,53,2 anos,DebitoAutomatico,3958.25
3097-NQYSN,Nao,2,Mensal,BoletoImpresso,156.35
9250-WYPLL,Nao,5,Mensal,BoletoEletronico,413.65
5245-VDBUR,Nao,52,Anual,BoletoImpresso,1958.95
8468-FZTOE,Sim,72,2 anos,BoletoEletronico,5237.4
7639-OPLNG,Sim,70,2 anos,DebitoAutomatico,5731.85
8631-XVRZL,Nao,9,Anual,BoletoImpresso,163.7
1051-GEJLJ,Nao,2,Mensal,BoletoImpresso,27.55
5753-QQWPW,Nao,28,Anual,BoletoEletronico,1654.7
9339-FIIJL,Nao,72,2 anos,DebitoAutomatico,6151.9
8644-XYTSV,Nao,42,Mensal,DebitoAutomatico,1626.05
6688-UZPWD,Nao,11,Mensal,BoletoEletronico,1145.35
1534-OULXE,Sim,61,Anual,DebitoAutomatico,2961.4
3902-MIVLE,Sim,63,2 anos,BoletoImpresso,4676.7
4237-RLAQD,Nao,1,Mensal,BoletoImpresso,45.85
1208-DNHLN,Sim,23,Anual,CartaoCredito,1067.15
0704-VCUMB,Nao,61,2 anos,CartaoCredito,1278.8
2550-QHZGP,Nao,7,Anual,BoletoImpresso,128.6
7817-OMJNA,Nao,14,Anual,DebitoAutomatico,275.7
2811-POVEX,Sim,23,Mensal,DebitoAutomatico,2130.55
9940-HPQPG,Nao,9,Mensal,DebitoAutomatico,865.8
2012-NWRPA,Nao,11,Mensal,BoletoEletronico,1131.2
5176-LDKUH,Nao,48,Anual,BoletoEletronico,3772.65
0281-CNTZX,Nao,63,2 anos,DebitoAutomatico,1234.8
3440-JPSCL,Nao,6,Mensal,BoletoImpresso,547.65
7284-BUYEC,Nao,5,Mensal,CartaoCredito,229.4
4178-EGMON,Nao,70,2 anos,CartaoCredito,5986.45
2373-NTKOD,Nao,8,Mensal,BoletoEletronico,546.45
4538-WNTMJ,Sim,46,Anual,BoletoImpresso,1165.9
1345-GKDZZ,Sim,6,Mensal,BoletoImpresso,128.6
8883-ANODQ,Sim,68,2 anos,CartaoCredito,5746.75
1488-SYSFC,Sim,31,Mensal,BoletoEletronico,702.05
5876-QMYLD,Sim,23,Anual,BoletoImpresso,415.1
3908-BLSYF,Nao,6,Mensal,BoletoEletronico,497.55
4317-VTEOA,Nao,1,Mensal,BoletoEletronico,50.75
3422-GALYP,Nao,2,Mensal,BoletoEletronico,145.15
5461-QKNTN,Nao,43,Mensal,BoletoEletronico,3953.15
9975-GPKZU,Sim,46,2 anos,CartaoCredito,856.5
2284-VFLKH,Nao,49,Anual,CartaoCredito,4920.8
8945-MUQUF,Nao,51,Anual,BoletoEletronico,4837.6
5149-CUZUJ,Sim,28,Anual,DebitoAutomatico,2768.35
9614-RMGHA,Nao,65,Mensal,DebitoAutomatico,5940.85
5076-YVXCM,Nao,51,Mensal,DebitoAutomatico,4149.45
5088-QZLRL,Nao,1,Mensal,BoletoEletronico,20.65
5054-IEXZT,Sim,1,Mensal,BoletoEletronico,75.35
3594-BDSOA,Nao,24,Anual,CartaoCredito,482.8
3034-ZBEQN,Nao,48,Anual,BoletoImpresso,1604.5
7903-CMPEY,Nao,1,Mensal,BoletoEletronico,80.3
8654-DHAOW,Nao,2,Mensal,BoletoImpresso,101.65
2039-JONDJ,Nao,27,Anual,DebitoAutomatico,1477.65
7623-TRNQN,Sim,1,Mensal,BoletoImpresso,49.9
8821-KVZKQ,Sim,70,Anual,DebitoAutomatico,4113.15
1596-BBVTG,Nao,35,Mensal,CartaoCredito,2636.05
4702-HDRKD,Nao,67,Anual,DebitoAutomatico,3321.35
1501-SGHBW,Nao,2,Mensal,BoletoImpresso,81
0422-OHQHQ,Sim,15,Anual,BoletoImpresso,295.95
2866-IKBTM,Nao,1,Mensal,BoletoImpresso,19.55
5201-CBWYG,Sim,62,Anual,DebitoAutomatico,1476.25
2642-MAWLJ,Sim,36,2 anos,DebitoAutomatico,717.95
1240-KNSEZ,Nao,1,Mensal,BoletoImpresso,20.1
5286-YHCVC,Nao,72,2 anos,DebitoAutomatico,7470.1
8469-SNFFH,Nao,70,Anual,DebitoAutomatico,5528.9
9732-KPKBW,Nao,1,Mensal,BoletoEletronico,53.95
9357-UJRUN,Nao,24,Anual,BoletoEletronico,1346.9
0022-TCJCI,Nao,45,Anual,CartaoCredito,2791.5
2829-HYVZP,Nao,29,Anual,BoletoImpresso,572.2
5846-QFDFI,Sim,33,Mensal,CartaoCredito,2888.7
0722-SVSFK,Nao,7,Mensal,BoletoEletronico,715
0947-IDHRQ,Nao,7,Mensal,BoletoImpresso,526.7
9903-LYSAB,Nao,18,Mensal,BoletoEletronico,1305.95
3156-QLHBO,Sim,2,Mensal,BoletoImpresso,48.35
5321-NTRKC,Sim,66,2 anos,DebitoAutomatico,5234.95
1087-UDSIH,Nao,3,Mensal,BoletoImpresso,59.75
7096-ZNBZI,Nao,72,2 anos,CartaoCredito,1914.5
7399-QHBJS,Sim,72,2 anos,CartaoCredito,4760.3
0749-IRGQE,Nao,13,Mensal,BoletoEletronico,528.45
2960-NKRSO,Nao,24,Mensal,BoletoEletronico,2107.15
4654-ULTTN,Nao,70,2 anos,CartaoCredito,5315.8
9715-WZCLW,Sim,71,2 anos,BoletoEletronico,6910.3
6681-ZSEXG,Nao,56,2 anos,CartaoCredito,3389.25
9025-AOMKI,Nao,6,Mensal,DebitoAutomatico,536.4
5077-DXTCG,Nao,1,Mensal,BoletoEletronico,45.3
4012-ZTHBR,Sim,21,Mensal,BoletoEletronico,926.25
7683-CBDKJ,Sim,14,Mensal,BoletoEletronico,937.6
0708-LGSMF,Nao,13,Mensal,BoletoEletronico,902.25
5519-NPHVG,Nao,12,Mensal,BoletoEletronico,1046.1
6908-VVYHM,Nao,65,Mensal,BoletoEletronico,5931
0215-BQKGS,Nao,30,Mensal,CartaoCredito,2438.6
4236-UJPWO,Nao,2,Mensal,BoletoEletronico,46.4
7777-UNYHB,Sim,12,Mensal,CartaoCredito,232.4
6815-ABQFQ,Nao,56,Anual,BoletoEletronico,6033.3
0248-PGHBZ,Nao,67,2 anos,DebitoAutomatico,6140.85
2626-URJFX,Sim,4,Mensal,BoletoEletronico,225.6
9058-HRZSV,Nao,65,Mensal,BoletoEletronico,6126.15
3716-LRGXK,Nao,60,2 anos,CartaoCredito,6067.4
2568-OIADY,Nao,37,Mensal,BoletoEletronico,3762
7606-BPHHN,Nao,72,2 anos,CartaoCredito,1468.75
3253-HKOKL,Sim,52,Anual,BoletoEletronico,5244.45
3606-TWKGI,Nao,13,Mensal,BoletoEletronico,1364.3
4007-NHVHI,Nao,56,Mensal,BoletoEletronico,5219.65
4807-IZYOZ,Nao,51,2 anos,DebitoAutomatico,1020.75
0274-JKUJR,Sim,7,Mensal,BoletoImpresso,465.7
5935-FCCNB,Nao,17,Mensal,BoletoEletronico,1608.15
2333-KWEWW,Nao,18,2 anos,CartaoCredito,388.6
7103-IPXPJ,Nao,50,Anual,BoletoEletronico,5059.75
6035-BXTTY,Nao,32,Mensal,DebitoAutomatico,1830.1
3765-JXVKY,Nao,1,Mensal,BoletoEletronico,74.7
2927-QRRQV,Nao,46,Anual,BoletoEletronico,4312.5
3181-MIZBN,Sim,16,Mensal,BoletoEletronico,313.4
0968-GSIKN,Nao,1,Mensal,BoletoImpresso,70.8
0422-UXFAP,Nao,51,Anual,BoletoEletronico,4947.55
4016-BJKTZ,Nao,25,2 anos,BoletoEletronico,2809.05
9327-QSDED,Nao,8,Mensal,BoletoImpresso,335.4
7841-FCRQD,Nao,33,Anual,CartaoCredito,1857.3
7054-DMVAS,Nao,54,2 anos,DebitoAutomatico,3512.9
1092-WPIVQ,Sim,18,2 anos,BoletoImpresso,428.45
8763-KIAFH,Sim,27,Anual,BoletoImpresso,583.3
2898-MRKPI,Sim,68,Anual,CartaoCredito,6770.5
0603-TPMIB,Sim,59,2 anos,BoletoImpresso,1534.05
8023-QHAIO,Nao,56,Mensal,DebitoAutomatico,4275.75
0795-XCCTE,Nao,72,2 anos,DebitoAutomatico,1809.35
2453-SAFNS,Nao,54,Anual,BoletoImpresso,3886.05
5176-LMJXE,Nao,47,2 anos,BoletoImpresso,945.7
6598-KELSS,Sim,50,Anual,DebitoAutomatico,2208.05
6257-DTAYD,Nao,71,2 anos,CartaoCredito,7365.3
2672-OJQZP,Nao,1,Mensal,BoletoImpresso,44.75
1320-HTRDR,Nao,3,Mensal,BoletoEletronico,220.6
9236-NDUCW,Nao,21,2 anos,BoletoImpresso,770.4
0277-ORXQS,Sim,66,2 anos,DebitoAutomatico,3364.55
9412-ARGBX,Sim,48,2 anos,BoletoImpresso,4627.85
8634-MPHTR,Nao,47,Mensal,BoletoEletronico,4871.05
1599-EAHXY,Sim,60,Anual,CartaoCredito,1506.4
2911-IJORQ,Nao,37,Anual,DebitoAutomatico,3358.65
2911-WDXMV,Sim,18,Mensal,CartaoCredito,1406.65
1775-KWJKQ,Sim,72,2 anos,CartaoCredito,6562.9
8622-ZLFKO,Nao,6,Mensal,BoletoEletronico,512.25
8166-ORCHU,Nao,33,Anual,BoletoEletronico,3055.5
8547-NSBBO,Nao,35,Mensal,BoletoImpresso,3403.4
3714-XPXBW,Nao,37,Mensal,CartaoCredito,2976.95
8062-YBDOE,Nao,1,Mensal,BoletoEletronico,69.65
5846-ABOBJ,Nao,71,2 anos,DebitoAutomatico,1730.65
9121-PHQSR,Nao,16,Mensal,CartaoCredito,1391.15
5188-HGMLP,Nao,54,Mensal,DebitoAutomatico,3919.15
6479-VDGRK,Sim,72,2 anos,DebitoAutomatico,6129.2
8104-OSKWT,Nao,12,Mensal,BoletoEletronico,1001.2
7673-BQGKU,Sim,69,2 anos,DebitoAutomatico,1337.5
2034-CGRHZ,Nao,24,Mensal,CartaoCredito,2496.7
2667-WYLWJ,Sim,8,Anual,BoletoImpresso,145
1089-HDMKP,Sim,11,Mensal,BoletoEletronico,601.25
4570-QHXHL,Nao,9,Mensal,BoletoEletronico,405.7
1689-MRZQR,Sim,34,Mensal,BoletoEletronico,2564.3
8780-YRMTT,Nao,66,2 anos,BoletoImpresso,3177.25
0936-NQLJU,Nao,41,2 anos,CartaoCredito,875.55
2096-XOTMO,Sim,16,Mensal,BoletoImpresso,275.9
3197-NNYNB,Nao,65,2 anos,CartaoCredito,6631.85
5214-CHIWJ,Nao,27,Anual,BoletoImpresso,595.05
2056-EVGZL,Sim,68,Anual,CartaoCredito,7322.5
8118-LSUEL,Nao,23,Mensal,BoletoEletronico,2483.5
8859-DZTGQ,Nao,33,2 anos,BoletoImpresso,689.75
8739-WWKDU,Nao,25,Mensal,BoletoEletronico,2196.15
2040-XBAVJ,Sim,72,2 anos,DebitoAutomatico,8100.55
4884-LEVMQ,Nao,39,2 anos,DebitoAutomatico,790
0847-HGRML,Sim,62,2 anos,DebitoAutomatico,1250.1
0607-DAAHE,Sim,53,2 anos,DebitoAutomatico,1052.35
0320-DWVTU,Nao,53,2 anos,BoletoImpresso,5424.25
3230-WYKIR,Nao,18,Anual,CartaoCredito,1425.45
5828-DWPIL,Nao,62,Mensal,BoletoEletronico,5618.3
3512-IZIKN,Nao,70,2 anos,CartaoCredito,4759.75
8329-UTMVM,Nao,27,Anual,DebitoAutomatico,2964
8715-KKTFG,Nao,61,Anual,DebitoAutomatico,6518.35
6646-VRFOL,Nao,53,Mensal,BoletoEletronico,5485.5
0877-SDMBN,Nao,54,Anual,DebitoAutomatico,5639.05
1891-QRQSA,Sim,64,2 anos,DebitoAutomatico,7099
6543-XRMYR,Nao,30,Mensal,BoletoEletronico,2967.35
6340-DACFT,Sim,50,2 anos,CartaoCredito,1070.25
6807-SIWJI,Nao,38,Anual,BoletoEletronico,3887.25
7730-CLDSV,Sim,72,2 anos,DebitoAutomatico,7129.45
8111-SLLHI,Nao,39,Mensal,BoletoEletronico,4284.8
0096-FCPUF,Nao,30,Mensal,BoletoImpresso,1888.45
1597-LHYNC,Nao,26,Mensal,BoletoEletronico,2497.2
8132-YPVBX,Nao,6,Mensal,BoletoImpresso,514.6
1120-BMWUB,Nao,16,Mensal,BoletoImpresso,834.15
0743-HRVFF,Sim,51,Anual,BoletoEletronico,2898.95
9254-RBFON,Sim,17,Anual,DebitoAutomatico,1704.95
6372-RFVNS,Nao,1,Mensal,BoletoEletronico,78.8
3635-QQRQD,Nao,62,2 anos,CartaoCredito,1201.65
6253-WRFHY,Sim,13,Anual,BoletoEletronico,877.35
7690-KPNCU,Sim,64,Anual,CartaoCredito,4688.65
7398-LXGYX,Nao,44,Mensal,CartaoCredito,3626.35
0771-WLCLA,Sim,16,Mensal,BoletoEletronico,1882.55
9578-FOMUK,Sim,15,Mensal,BoletoEletronico,324.15
7665-NKLAV,Sim,36,2 anos,CartaoCredito,1547.35
9725-SCPZG,Sim,1,Mensal,BoletoEletronico,90.85
3509-GWQGF,Nao,24,Mensal,CartaoCredito,1732.6
7114-AEOZE,Nao,60,2 anos,DebitoAutomatico,1128.1
5095-AESKG,Nao,3,Mensal,CartaoCredito,242.95
0112-QAWRZ,Sim,16,Mensal,DebitoAutomatico,1442.2
5485-ITNPC,Nao,66,2 anos,DebitoAutomatico,5595.3
9821-BESNZ,Nao,66,Anual,BoletoEletronico,6860.6
3705-PSNGL,Nao,45,Anual,BoletoEletronico,930.45
5099-BAILX,Sim,43,Mensal,DebitoAutomatico,4687.9
3996-ZNWYK,Sim,71,2 anos,CartaoCredito,1388.45
2833-SLKDQ,Nao,1,Mensal,BoletoImpresso,45.05
3422-LYEPQ,Sim,1,Mensal,BoletoEletronico,71
4612-SSVHJ,Nao,20,Mensal,BoletoEletronico,1671.6
9906-NHHVC,Nao,65,2 anos,DebitoAutomatico,3517.9
3011-WQKSZ,Sim,19,Mensal,BoletoEletronico,377.55
9824-QCJPK,Nao,36,Anual,BoletoImpresso,666.75
7317-GGVPB,Nao,71,2 anos,CartaoCredito,7690.9
7932-WPTDS,Nao,1,Mensal,BoletoEletronico,24.8
7112-OPOTK,Nao,33,Mensal,BoletoEletronico,2171.15
7688-AWMDX,Nao,71,2 anos,DebitoAutomatico,3778.2
8474-UMLNT,Nao,13,Mensal,DebitoAutomatico,842.25
1627-AFWVJ,Nao,29,2 anos,BoletoImpresso,554.25
4931-TRZWN,Nao,13,Mensal,BoletoEletronico,923.85
7771-ZONAT,Nao,22,2 anos,DebitoAutomatico,1304.85
6861-XWTWQ,Nao,7,Mensal,BoletoEletronico,665.45
1171-TYKUR,Nao,47,Mensal,BoletoEletronico,1139.2
0142-GVYSN,Nao,26,Mensal,BoletoEletronico,511.25
2931-FSOHN,Nao,13,Mensal,BoletoEletronico,788.35
9526-JAWYF,Nao,26,Mensal,BoletoEletronico,2335.3
2410-CIYFZ,Sim,2,Mensal,BoletoImpresso,42.9
5261-QSHQM,Nao,4,Mensal,BoletoEletronico,86.6
9541-PWTWO,Nao,52,2 anos,DebitoAutomatico,4233.95
1389-CXMLU,Nao,3,Mensal,BoletoEletronico,289.1
8920-NAVAY,Nao,62,Anual,DebitoAutomatico,7053.35
2225-ZRGSG,Sim,70,2 anos,DebitoAutomatico,6579.05
5678-VFNEQ,Nao,71,Anual,CartaoCredito,7412.25
4115-UMJFQ,Nao,69,Anual,DebitoAutomatico,2492.25
3506-OVLKD,Nao,35,Anual,DebitoAutomatico,954.9
2019-HDCZY,Nao,63,2 anos,BoletoEletronico,6296.75
6048-UWKAL,Nao,69,2 anos,CartaoCredito,6998.95
6234-RAAPL,Sim,72,2 anos,DebitoAutomatico,7251.7
1910-FMXJM,Nao,36,Mensal,BoletoEletronico,2937.65
2616-UUTFK,Nao,33,Mensal,DebitoAutomatico,2447.45
8751-EDEKA,Nao,28,Mensal,CartaoCredito,2433.5
3721-WKIIL,Nao,27,2 anos,BoletoImpresso,561.15
8985-OOPOS,Nao,1,Anual,CartaoCredito,74.1
3511-BFTJW,Sim,72,2 anos,CartaoCredito,2763
3134-DSHVC,Nao,63,2 anos,CartaoCredito,6218.45
0603-OLQDC,Sim,12,Mensal,BoletoImpresso,837.5
8612-GXIDD,Sim,12,2 anos,DebitoAutomatico,313
0907-HQNTS,Nao,70,2 anos,CartaoCredito,7987.6
7754-IXRMC,Nao,1,Mensal,BoletoImpresso,45.35
5626-MGTUK,Nao,20,Mensal,DebitoAutomatico,1879.25
4836-WNFNO,Nao,72,2 anos,CartaoCredito,1849.2
6034-YMTOB,Nao,5,Mensal,BoletoImpresso,399.45
1696-MZVAU,Sim,39,Anual,CartaoCredito,947.75
6907-FLBER,Nao,1,Mensal,BoletoEletronico,54.3
6586-PSJOX,Sim,15,Anual,CartaoCredito,864.55
5296-PSYVW,Nao,72,2 anos,BoletoEletronico,1750.7
6122-EFVKN,Sim,24,2 anos,BoletoImpresso,830.8
4097-YODCF,Sim,34,Anual,BoletoEletronico,3470.8
0872-NXJYS,Nao,9,Mensal,BoletoEletronico,723.4
3146-MSEGF,Sim,72,2 anos,CartaoCredito,6425.65
1045-LTCYT,Sim,8,Mensal,CartaoCredito,139.75
0661-KQHNK,Sim,6,Anual,CartaoCredito,105.5
6711-VTNRE,Nao,36,Mensal,BoletoEletronico,3078.1
4312-KFRXN,Nao,72,2 anos,BoletoImpresso,1710.9
0587-DMGBH,Nao,8,Mensal,BoletoEletronico,365.55
6725-TPKJO,Nao,44,2 anos,BoletoImpresso,845.25
8630-FJLIB,Nao,18,Mensal,BoletoEletronico,1221.65
0089-IIQKO,Sim,39,Mensal,CartaoCredito,3767.4
4742-DRORA,Sim,60,Anual,DebitoAutomatico,5812
8779-QRDMV,Nao,1,Mensal,BoletoEletronico,39.65
7047-YXDMZ,Nao,21,Mensal,BoletoImpresso,417.7
6901-GOGZG,Sim,60,2 anos,BoletoEletronico,4984.85
0654-PQKDW,Sim,62,Anual,DebitoAutomatico,4263.45
1226-JZNKR,Sim,8,Anual,BoletoEletronico,160.05
5666-MBJPT,Nao,65,2 anos,DebitoAutomatico,1725
9867-JCZSP,Sim,17,Anual,BoletoImpresso,418.25
1699-UOTXU,Nao,60,2 anos,BoletoEletronico,3638.25
4946-EDSEW,Sim,11,Mensal,BoletoImpresso,180.3
1796-JANOW,Nao,2,Mensal,BoletoImpresso,38.15
5519-YLDGW,Nao,21,Mensal,BoletoEletronico,2254.2
3086-RUCRN,Nao,66,Mensal,DebitoAutomatico,6595
7469-LKBCI,Nao,16,2 anos,CartaoCredito,326.8
3569-VLDHH,Sim,66,Anual,BoletoEletronico,5013
2933-XEUJM,Nao,46,2 anos,BoletoImpresso,3593.8
5504-WSIUR,Nao,70,Anual,DebitoAutomatico,6385.95
6585-WCEWR,Sim,72,2 anos,BoletoEletronico,1354.4
4146-SVFUD,Nao,1,Mensal,BoletoImpresso,44.6
5701-SVCWR,Sim,1,Mensal,BoletoImpresso,24
4822-RVYBB,Nao,8,Mensal,BoletoEletronico,819.4
8805-JNRAZ,Nao,2,Mensal,BoletoImpresso,103.7
3308-MHOOC,Sim,1,Mensal,BoletoImpresso,19.2
